station_code,station_name,record_time,temperature,humidity,dew_point,wind_gust,wind_speed,rainfall_current,rainfall_hour,rainfall_day,wind_direction,wind_degree,wind_description,mean_sea_level_pressure,station_pressure
PV,西灣大橋,2026-05-31T05:30:00,,,,11.5,6.5,,,,SE,140.0,東南,,
TG,大潭山,2026-05-31T05:30:00,26.3,95.0,25.4,12.2,8.3,0.0,5.6,5.6,S,162.0,南,1009.3,996.4
UM,澳門大學,2026-05-31T05:30:00,26.9,94.0,25.8,18.4,12.2,0.2,7.4,7.4,ENE,79.0,東北偏東,1009.2,1008.5
DC,路環市區,2026-05-31T06:30:00,26.5,93.0,25.2,6.8,2.5,0.0,4.0,6.4,NNW,339.0,西北偏北,,
DP,紀念孫中山市政公園,2026-05-31T06:30:00,25.1,97.0,24.7,5.8,2.9,1.6,29.2,54.8,NE,39.0,東北,,
EM,黑沙環,2026-05-31T06:30:00,26.2,90.0,24.4,7.2,3.6,0.8,9.0,14.8,NNE,26.0,東北偏北,,
FM,大炮台,2026-05-31T06:30:00,25.0,95.0,24.3,13.3,7.2,0.6,27.6,39.0,NE,54.0,東北,,
JA,東亞運大馬路,2026-05-31T06:30:00,25.7,96.0,25.1,5.4,0.4,1.2,29.6,34.0,NW,303.0,西北,1010.3,1009.6
KV,九澳,2026-05-31T06:30:00,26.0,94.0,25.1,19.1,8.3,0.0,2.6,10.2,NW,324.0,西北,1010.6,1007.3
MM,媽閣,2026-05-31T06:30:00,25.8,97.0,25.2,13.7,6.8,0.2,40.4,42.4,SSE,155.0,東南偏南,1010.7,1008.8
MN,澳門大橋北,2026-05-31T06:30:00,,,,16.9,11.9,,,,NNW,342.0,西北偏北,,
MS,澳門大橋南,2026-05-31T06:30:00,,,,22.0,15.1,,,,N,2.0,北,,
PE,外港,2026-05-31T06:30:00,25.8,93.0,24.6,19.8,13.3,0.4,14.2,25.8,NW,320.0,西北,1010.3,1008.4
PG,嘉樂庇總督大橋,2026-05-31T06:30:00,,,,15.8,6.1,,,,SW,221.0,西南,,
PL,蓮花大橋,2026-05-31T06:30:00,,,,11.2,7.6,,,,NW,302.0,西北,,
PN,友誼大橋北,2026-05-31T06:30:00,,,,17.3,11.9,,,,NNW,330.0,西北偏北,,
PS,友誼大橋南,2026-05-31T06:30:00,,,,21.2,14.0,,,,NNW,330.0,西北偏北,,
PV,西灣大橋,2026-05-31T06:30:00,,,,13.7,9.4,,,,SSE,153.0,東南偏南,,
TG,大潭山,2026-05-31T06:30:00,25.3,96.0,24.6,20.2,12.6,0.8,4.4,10.0,NNE,13.0,東北偏北,1010.4,997.3
UM,澳門大學,2026-05-31T06:30:00,26.1,94.0,25.1,11.5,5.8,0.6,8.0,15.4,NW,318.0,西北,1010.0,1009.3
DC,路環市區,2026-05-31T07:30:00,25.8,94.0,24.7,9.4,5.8,0.0,11.0,17.4,NE,36.0,東北,,
DP,紀念孫中山市政公園,2026-05-31T07:30:00,25.1,98.0,24.7,9.7,4.0,0.0,21.0,75.8,SSW,210.0,西南偏南,,
EM,黑沙環,2026-05-31T07:30:00,25.8,93.0,24.6,10.4,4.0,0.0,13.6,28.4,S,162.0,南,,
FM,大炮台,2026-05-31T07:30:00,24.8,96.0,24.1,10.1,5.0,0.0,9.6,48.6,SSW,202.0,西南偏南,,
JA,東亞運大馬路,2026-05-31T07:30:00,25.3,94.0,24.3,10.4,4.7,0.0,9.2,43.2,S,179.0,南,1011.0,1010.3
KV,九澳,2026-05-31T07:30:00,24.7,97.0,24.2,8.6,2.5,0.2,30.2,40.4,E,89.0,東,1011.4,1008.1
MM,媽閣,2026-05-31T07:30:00,25.2,96.0,24.5,14.0,9.7,0.0,8.4,50.8,SSE,160.0,東南偏南,1011.3,1009.4
MN,澳門大橋北,2026-05-31T07:30:00,,,,18.0,14.8,,,,E,93.0,東,,
MS,澳門大橋南,2026-05-31T07:30:00,,,,15.5,11.5,,,,E,95.0,東,,
PE,外港,2026-05-31T07:30:00,25.6,95.0,24.7,15.5,8.6,0.0,8.2,34.0,SE,148.0,東南,1010.8,1008.9
PG,嘉樂庇總督大橋,2026-05-31T07:30:00,,,,12.6,10.1,,,,SSE,154.0,東南偏南,,
PL,蓮花大橋,2026-05-31T07:30:00,,,,12.2,6.8,,,,S,182.0,南,,
PN,友誼大橋北,2026-05-31T07:30:00,,,,11.5,6.5,,,,ESE,108.0,東南偏東,,
PS,友誼大橋南,2026-05-31T07:30:00,,,,11.5,6.5,,,,SE,124.0,東南,,
PV,西灣大橋,2026-05-31T07:30:00,,,,10.8,7.9,,,,SE,148.0,東南,,
TG,大潭山,2026-05-31T07:30:00,24.5,98.0,24.2,11.9,7.2,0.0,22.0,32.0,S,170.0,南,1011.2,998.1
UM,澳門大學,2026-05-31T07:30:00,25.7,94.0,24.7,10.1,4.0,0.2,10.4,25.8,S,187.0,南,1010.9,1010.2
DC,路環市區,2026-05-31T09:40:00,25.7,94.0,24.6,3.6,0.4,0.0,1.4,23.8,S,181.0,南,,
DP,紀念孫中山市政公園,2026-05-31T09:40:00,25.4,96.0,24.7,6.8,3.2,0.0,0.6,78.6,E,80.0,東,,
EM,黑沙環,2026-05-31T09:40:00,26.3,89.0,24.3,7.9,4.7,0.0,0.4,30.2,E,99.0,東,,
FM,大炮台,2026-05-31T09:40:00,25.5,92.0,24.0,8.6,6.1,0.0,0.4,50.6,ESE,102.0,東南偏東,,
JA,東亞運大馬路,2026-05-31T09:40:00,25.7,94.0,24.8,7.9,3.6,0.0,0.8,47.0,SE,132.0,東南,1011.5,1010.8
KV,九澳,2026-05-31T09:40:00,25.2,97.0,24.7,6.1,0.7,0.0,1.4,50.4,SW,218.0,西南,1011.7,1008.4
MM,媽閣,2026-05-31T09:40:00,26.0,92.0,24.6,6.1,3.2,0.0,0.4,53.0,ESE,107.0,東南偏東,1011.7,1009.8
MN,澳門大橋北,2026-05-31T09:40:00,,,,6.8,3.6,,,,ESE,112.0,東南偏東,,
MS,澳門大橋南,2026-05-31T09:40:00,,,,6.1,4.0,,,,ESE,116.0,東南偏東,,
PE,外港,2026-05-31T09:40:00,26.1,90.0,24.3,6.8,4.0,0.0,0.4,36.2,ESE,114.0,東南偏東,1011.3,1009.4
PG,嘉樂庇總督大橋,2026-05-31T09:40:00,,,,11.5,8.6,,,,ENE,76.0,東北偏東,,
PL,蓮花大橋,2026-05-31T09:40:00,,,,9.7,4.0,,,,SE,133.0,東南,,
PN,友誼大橋北,2026-05-31T09:40:00,,,,6.8,4.0,,,,E,92.0,東,,
PS,友誼大橋南,2026-05-31T09:40:00,,,,6.8,4.7,,,,E,92.0,東,,
PV,西灣大橋,2026-05-31T09:40:00,,,,9.0,7.2,,,,E,81.0,東,,
TG,大潭山,2026-05-31T09:40:00,24.7,98.0,24.4,9.4,5.8,0.0,0.6,34.8,S,164.0,南,1011.5,998.5
UM,澳門大學,2026-05-31T09:40:00,25.4,94.0,24.3,10.8,6.1,0.0,0.6,30.6,SE,140.0,東南,1011.3,1010.6
DC,路環市區,2026-05-31T14:25:00,32.1,67.0,25.3,8.3,2.9,0.0,0.0,24.2,S,176.0,南,,
DP,紀念孫中山市政公園,2026-05-31T14:25:00,30.0,75.0,25.1,11.5,5.4,0.0,0.0,78.8,ESE,111.0,東南偏東,,
EM,黑沙環,2026-05-31T14:25:00,30.2,73.0,24.8,19.4,13.7,0.0,0.0,30.4,SE,141.0,東南,,
FM,大炮台,2026-05-31T14:25:00,29.2,76.0,24.6,20.5,10.4,0.0,0.0,50.8,ESE,113.0,東南偏東,,
JA,東亞運大馬路,2026-05-31T14:25:00,30.9,72.0,25.3,20.9,10.8,0.0,0.0,47.4,SSE,151.0,東南偏南,1008.6,1007.9
KV,九澳,2026-05-31T14:25:00,29.1,81.0,25.5,20.5,9.7,0.0,0.0,50.4,ESE,118.0,東南偏東,1009.0,1005.7
MM,媽閣,2026-05-31T14:25:00,30.9,69.0,24.4,16.9,8.3,0.0,0.0,53.2,S,185.0,南,1008.8,1007.0
MN,澳門大橋北,2026-05-31T14:25:00,,,,22.7,17.6,,,,SE,127.0,東南,,
MS,澳門大橋南,2026-05-31T14:25:00,,,,25.2,18.7,,,,SE,125.0,東南,,
PE,外港,2026-05-31T14:25:00,30.3,74.0,25.1,20.9,16.9,0.0,0.0,36.4,SE,135.0,東南,1008.5,1006.6
PG,嘉樂庇總督大橋,2026-05-31T14:25:00,,,,26.6,19.1,,,,ESE,114.0,東南偏東,,
PL,蓮花大橋,2026-05-31T14:25:00,,,,25.9,14.8,,,,S,163.0,南,,
PN,友誼大橋北,2026-05-31T14:25:00,,,,22.7,18.4,,,,SE,128.0,東南,,
PS,友誼大橋南,2026-05-31T14:25:00,,,,23.4,18.7,,,,SE,133.0,東南,,
PV,西灣大橋,2026-05-31T14:25:00,,,,14.8,10.1,,,,SSE,157.0,東南偏南,,
TG,大潭山,2026-05-31T14:25:00,28.7,82.0,25.3,17.6,9.0,0.0,0.0,35.0,ESE,108.0,東南偏東,1008.6,995.7
UM,澳門大學,2026-05-31T14:25:00,30.3,76.0,25.6,17.3,10.1,0.0,0.0,31.0,SE,148.0,東南,1008.5,1007.8
DC,路環市區,2026-05-31T17:30:00,29.2,78.0,24.9,14.8,7.9,0.0,0.0,24.2,ESE,113.0,東南偏東,,
DP,紀念孫中山市政公園,2026-05-31T17:30:00,28.9,79.0,24.9,16.9,7.2,0.0,0.0,78.8,SSW,191.0,西南偏南,,
EM,黑沙環,2026-05-31T17:30:00,28.9,79.0,24.8,20.5,13.0,0.0,0.0,30.4,SE,137.0,東南,,
FM,大炮台,2026-05-31T17:30:00,28.3,78.0,24.2,16.9,8.6,0.0,0.0,50.8,ESE,116.0,東南偏東,,
JA,東亞運大馬路,2026-05-31T17:30:00,28.8,79.0,24.8,18.7,11.2,0.0,0.0,47.4,SE,143.0,東南,1007.9,1007.2
KV,九澳,2026-05-31T17:30:00,28.0,81.0,24.5,20.9,11.9,0.0,0.0,50.4,SE,143.0,東南,1008.2,1004.9
MM,媽閣,2026-05-31T17:30:00,28.9,77.0,24.5,16.9,6.1,0.0,0.0,53.2,WNW,281.0,西北偏西,1008.1,1006.2
MN,澳門大橋北,2026-05-31T17:30:00,,,,25.6,19.8,,,,SE,128.0,東南,,
MS,澳門大橋南,2026-05-31T17:30:00,,,,27.0,20.5,,,,SE,128.0,東南,,
PE,外港,2026-05-31T17:30:00,28.6,81.0,25.1,22.0,17.6,0.0,0.0,36.4,SE,132.0,東南,1007.7,1005.8
PG,嘉樂庇總督大橋,2026-05-31T17:30:00,,,,24.8,18.4,,,,SE,133.0,東南,,
PL,蓮花大橋,2026-05-31T17:30:00,,,,26.6,17.6,,,,ESE,119.0,東南偏東,,
PN,友誼大橋北,2026-05-31T17:30:00,,,,23.8,20.9,,,,SE,130.0,東南,,
PS,友誼大橋南,2026-05-31T17:30:00,,,,27.0,21.2,,,,SE,137.0,東南,,
PV,西灣大橋,2026-05-31T17:30:00,,,,22.3,14.0,,,,SE,130.0,東南,,
TG,大潭山,2026-05-31T17:30:00,27.7,84.0,24.8,16.2,7.9,0.0,0.0,35.0,ESE,116.0,東南偏東,1007.9,995.0
UM,澳門大學,2026-05-31T17:30:00,28.7,81.0,25.2,22.3,14.4,0.0,0.0,31.0,SE,121.0,東南,1007.7,1007.0
DC,路環市區,2026-05-31T19:10:00,28.9,78.0,24.6,14.8,6.8,0.0,0.0,24.2,ESE,111.0,東南偏東,,
DP,紀念孫中山市政公園,2026-05-31T19:10:00,28.6,78.0,24.4,11.5,4.7,0.0,0.0,78.8,S,185.0,南,,
EM,黑沙環,2026-05-31T19:10:00,28.8,78.0,24.5,16.9,10.1,0.0,0.0,30.4,SE,140.0,東南,,
FM,大炮台,2026-05-31T19:10:00,28.1,78.0,23.8,15.5,5.4,0.0,0.0,50.8,SE,139.0,東南,,
JA,東亞運大馬路,2026-05-31T19:10:00,28.5,79.0,24.5,17.6,11.2,0.0,0.0,47.4,SE,142.0,東南,1008.7,1008.0
KV,九澳,2026-05-31T19:10:00,27.9,81.0,24.3,19.4,8.6,0.0,0.0,50.4,SE,134.0,東南,1009.0,1005.8
MM,媽閣,2026-05-31T19:10:00,28.7,77.0,24.1,11.9,5.0,0.0,0.0,53.2,SW,231.0,西南,1009.0,1007.2
MN,澳門大橋北,2026-05-31T19:10:00,,,,25.6,20.9,,,,SE,133.0,東南,,
MS,澳門大橋南,2026-05-31T19:10:00,,,,27.7,20.9,,,,SE,137.0,東南,,
PE,外港,2026-05-31T19:10:00,28.4,81.0,24.8,22.3,15.8,0.0,0.0,36.4,SE,141.0,東南,1008.7,1006.8
PG,嘉樂庇總督大橋,2026-05-31T19:10:00,,,,25.2,16.6,,,,SE,133.0,東南,,
PL,蓮花大橋,2026-05-31T19:10:00,,,,23.4,18.4,,,,SE,122.0,東南,,
PN,友誼大橋北,2026-05-31T19:10:00,,,,25.6,20.5,,,,SE,134.0,東南,,
PS,友誼大橋南,2026-05-31T19:10:00,,,,25.9,22.0,,,,SE,142.0,東南,,
PV,西灣大橋,2026-05-31T19:10:00,,,,18.7,13.0,,,,SE,144.0,東南,,
TG,大潭山,2026-05-31T19:10:00,27.3,85.0,24.5,18.4,8.6,0.0,0.0,35.0,SE,131.0,東南,1008.7,995.8
UM,澳門大學,2026-05-31T19:10:00,28.3,82.0,24.8,17.3,11.5,0.0,0.0,31.0,SE,128.0,東南,1008.6,1007.9
DC,路環市區,2026-05-31T20:55:00,28.7,77.0,24.4,7.2,2.5,0.0,0.0,24.2,SE,137.0,東南,,
DP,紀念孫中山市政公園,2026-05-31T20:55:00,28.4,78.0,24.2,17.3,6.8,0.0,0.0,78.8,S,176.0,南,,
EM,黑沙環,2026-05-31T20:55:00,28.7,77.0,24.2,18.4,10.1,0.0,0.0,30.4,SE,147.0,東南,,
FM,大炮台,2026-05-31T20:55:00,28.0,78.0,23.8,10.4,4.3,0.0,0.0,50.8,SE,139.0,東南,,
JA,東亞運大馬路,2026-05-31T20:55:00,28.3,80.0,24.4,15.5,8.6,0.0,0.0,47.4,SE,143.0,東南,1009.7,1009.0
KV,九澳,2026-05-31T20:55:00,27.7,82.0,24.4,17.3,8.6,0.0,0.0,50.4,SE,148.0,東南,1010.0,1006.7
MM,媽閣,2026-05-31T20:55:00,28.5,77.0,24.1,11.5,5.4,0.0,0.0,53.2,SSW,210.0,西南偏南,1009.9,1008.0
MN,澳門大橋北,2026-05-31T20:55:00,,,,22.7,17.6,,,,SE,147.0,東南,,
MS,澳門大橋南,2026-05-31T20:55:00,,,,22.3,15.5,,,,SE,144.0,東南,,
PE,外港,2026-05-31T20:55:00,28.2,80.0,24.4,19.4,15.5,0.0,0.0,36.4,SE,142.0,東南,1009.5,1007.7
PG,嘉樂庇總督大橋,2026-05-31T20:55:00,,,,19.8,15.1,,,,SE,136.0,東南,,
PL,蓮花大橋,2026-05-31T20:55:00,,,,15.8,11.9,,,,SE,132.0,東南,,
PN,友誼大橋北,2026-05-31T20:55:00,,,,21.6,18.7,,,,SE,138.0,東南,,
PS,友誼大橋南,2026-05-31T20:55:00,,,,24.1,19.1,,,,SE,145.0,東南,,
PV,西灣大橋,2026-05-31T20:55:00,,,,19.4,13.3,,,,SE,136.0,東南,,
TG,大潭山,2026-05-31T20:55:00,27.1,85.0,24.4,16.2,6.5,0.0,0.0,35.0,SE,138.0,東南,1009.7,996.8
UM,澳門大學,2026-05-31T20:55:00,28.0,82.0,24.6,16.6,10.8,0.0,0.0,31.0,SE,133.0,東南,1009.5,1008.8
DC,路環市區,2026-05-31T22:45:00,28.5,79.0,24.5,10.1,4.3,0.0,0.0,24.2,ESE,105.0,東南偏東,,
DP,紀念孫中山市政公園,2026-05-31T22:45:00,28.4,79.0,24.3,16.2,6.5,0.0,0.0,78.8,SSE,159.0,東南偏南,,
EM,黑沙環,2026-05-31T22:45:00,28.5,79.0,24.4,19.1,11.9,0.0,0.0,30.4,SE,143.0,東南,,
FM,大炮台,2026-05-31T22:45:00,27.9,79.0,23.9,13.0,5.8,0.0,0.0,50.8,S,167.0,南,,
JA,東亞運大馬路,2026-05-31T22:45:00,28.2,80.0,24.5,15.8,10.8,0.0,0.0,47.4,SE,143.0,東南,1010.5,1009.8
KV,九澳,2026-05-31T22:45:00,27.1,86.0,24.5,10.4,5.0,0.0,0.0,50.4,S,176.0,南,1010.8,1007.6
MM,媽閣,2026-05-31T22:45:00,28.3,78.0,24.1,12.2,6.5,0.0,0.0,53.2,SW,212.0,西南,1010.7,1008.9
MN,澳門大橋北,2026-05-31T22:45:00,,,,27.7,16.2,,,,SE,144.0,東南,,
MS,澳門大橋南,2026-05-31T22:45:00,,,,23.8,16.9,,,,SE,143.0,東南,,
PE,外港,2026-05-31T22:45:00,28.2,81.0,24.6,19.4,16.2,0.0,0.0,36.4,SE,142.0,東南,1010.4,1008.5
PG,嘉樂庇總督大橋,2026-05-31T22:45:00,,,,18.0,12.6,,,,SE,138.0,東南,,
PL,蓮花大橋,2026-05-31T22:45:00,,,,16.9,12.6,,,,SE,134.0,東南,,
PN,友誼大橋北,2026-05-31T22:45:00,,,,21.2,18.7,,,,SE,140.0,東南,,
PS,友誼大橋南,2026-05-31T22:45:00,,,,23.0,17.6,,,,SE,146.0,東南,,
PV,西灣大橋,2026-05-31T22:45:00,,,,16.9,11.9,,,,SE,138.0,東南,,
TG,大潭山,2026-05-31T22:45:00,27.0,86.0,24.4,13.0,6.8,0.0,0.0,35.0,SE,129.0,東南,1010.5,997.6
UM,澳門大學,2026-05-31T22:45:00,28.0,83.0,24.9,15.1,10.1,0.0,0.0,31.0,SE,122.0,東南,1010.3,1009.6
DC,路環市區,2026-06-01T00:15:00,28.5,78.0,24.3,9.7,3.2,0.0,0.0,0.0,SE,128.0,東南,,
DP,紀念孫中山市政公園,2026-06-01T00:15:00,28.4,78.0,24.2,9.7,3.6,0.0,0.0,0.0,SE,140.0,東南,,
EM,黑沙環,2026-06-01T00:15:00,28.6,78.0,24.4,14.4,8.3,0.0,0.0,0.0,SSE,150.0,東南偏南,,
FM,大炮台,2026-06-01T00:15:00,27.9,79.0,23.9,8.3,4.0,0.0,0.0,0.0,S,164.0,南,,
JA,東亞運大馬路,2026-06-01T00:15:00,28.3,81.0,24.6,9.7,4.7,0.0,0.0,0.0,SE,138.0,東南,1010.3,1009.6
KV,九澳,2026-06-01T00:15:00,27.6,84.0,24.6,14.4,8.6,0.0,0.0,0.0,S,172.0,南,1010.5,1007.3
MM,媽閣,2026-06-01T00:15:00,28.3,78.0,24.2,11.9,6.5,0.0,0.0,0.0,S,179.0,南,1010.6,1008.7
MN,澳門大橋北,2026-06-01T00:15:00,,,,14.4,10.1,,,,S,164.0,南,,
MS,澳門大橋南,2026-06-01T00:15:00,,,,19.1,14.8,,,,SSE,152.0,東南偏南,,
PE,外港,2026-06-01T00:15:00,28.1,82.0,24.7,16.6,13.3,0.0,0.0,0.0,SSE,151.0,東南偏南,1010.2,1008.3
PG,嘉樂庇總督大橋,2026-06-01T00:15:00,,,,9.7,5.4,,,,S,166.0,南,,
PL,蓮花大橋,2026-06-01T00:15:00,,,,19.1,13.3,,,,S,164.0,南,,
PN,友誼大橋北,2026-06-01T00:15:00,,,,16.6,14.0,,,,SSE,158.0,東南偏南,,
PS,友誼大橋南,2026-06-01T00:15:00,,,,16.9,11.5,,,,S,163.0,南,,
PV,西灣大橋,2026-06-01T00:15:00,,,,11.9,7.6,,,,SSE,157.0,東南偏南,,
TG,大潭山,2026-06-01T00:15:00,27.0,86.0,24.5,12.2,5.4,0.0,0.0,0.0,S,163.0,南,1010.3,997.3
UM,澳門大學,2026-06-01T00:15:00,28.1,81.0,24.5,10.8,7.6,0.0,0.0,0.0,SE,146.0,東南,1010.1,1009.4
DC,路環市區,2026-06-01T01:35:00,28.4,79.0,24.4,5.8,2.2,0.0,0.0,0.0,SE,142.0,東南,,
DP,紀念孫中山市政公園,2026-06-01T01:35:00,28.2,80.0,24.5,9.0,4.3,0.0,0.0,0.0,S,186.0,南,,
EM,黑沙環,2026-06-01T01:35:00,28.3,81.0,24.7,13.7,7.2,0.0,0.0,0.0,SE,142.0,東南,,
FM,大炮台,2026-06-01T01:35:00,28.0,78.0,23.8,12.2,5.4,0.0,0.0,0.0,S,179.0,南,,
JA,東亞運大馬路,2026-06-01T01:35:00,28.1,81.0,24.5,14.0,9.7,0.0,0.0,0.0,SE,135.0,東南,1009.7,1009.0
KV,九澳,2026-06-01T01:35:00,27.4,84.0,24.4,14.4,10.1,0.0,0.0,0.0,S,175.0,南,1010.1,1006.8
MM,媽閣,2026-06-01T01:35:00,28.2,79.0,24.2,9.7,5.0,0.0,0.0,0.0,S,184.0,南,1010.0,1008.1
MN,澳門大橋北,2026-06-01T01:35:00,,,,17.6,13.0,,,,SE,143.0,東南,,
MS,澳門大橋南,2026-06-01T01:35:00,,,,18.4,14.0,,,,SE,149.0,東南,,
PE,外港,2026-06-01T01:35:00,28.0,84.0,25.0,13.0,10.8,0.0,0.0,0.0,SE,145.0,東南,1009.6,1007.7
PG,嘉樂庇總督大橋,2026-06-01T01:35:00,,,,14.0,10.4,,,,SE,134.0,東南,,
PL,蓮花大橋,2026-06-01T01:35:00,,,,14.8,10.1,,,,SSE,151.0,東南偏南,,
PN,友誼大橋北,2026-06-01T01:35:00,,,,14.8,12.6,,,,SE,146.0,東南,,
PS,友誼大橋南,2026-06-01T01:35:00,,,,17.3,13.0,,,,SE,149.0,東南,,
PV,西灣大橋,2026-06-01T01:35:00,,,,14.0,7.9,,,,SE,146.0,東南,,
TG,大潭山,2026-06-01T01:35:00,27.0,86.0,24.4,10.1,4.7,0.0,0.0,0.0,SSE,153.0,東南偏南,1009.8,996.8
UM,澳門大學,2026-06-01T01:35:00,28.0,83.0,24.8,13.7,8.3,0.0,0.0,0.0,SE,131.0,東南,1009.6,1008.9
DC,路環市區,2026-06-01T02:40:00,28.4,79.0,24.5,8.3,3.2,0.0,0.0,0.0,SE,139.0,東南,,
DP,紀念孫中山市政公園,2026-06-01T02:40:00,28.3,80.0,24.5,10.1,4.0,0.0,0.0,0.0,S,161.0,南,,
EM,黑沙環,2026-06-01T02:40:00,28.3,81.0,24.6,12.2,7.2,0.0,0.0,0.0,SE,139.0,東南,,
FM,大炮台,2026-06-01T02:40:00,27.8,79.0,23.8,9.0,3.2,0.0,0.0,0.0,SSE,152.0,東南偏南,,
JA,東亞運大馬路,2026-06-01T02:40:00,28.2,82.0,24.8,11.9,7.2,0.0,0.0,0.0,SE,138.0,東南,1009.6,1008.9
KV,九澳,2026-06-01T02:40:00,27.3,86.0,24.7,13.3,8.3,0.0,0.0,0.0,S,176.0,南,1009.8,1006.6
MM,媽閣,2026-06-01T02:40:00,28.3,78.0,24.2,11.2,5.0,0.0,0.0,0.0,SSW,199.0,西南偏南,1009.9,1008.1
MN,澳門大橋北,2026-06-01T02:40:00,,,,16.6,13.0,,,,SE,145.0,東南,,
MS,澳門大橋南,2026-06-01T02:40:00,,,,16.6,11.5,,,,SE,141.0,東南,,
PE,外港,2026-06-01T02:40:00,28.0,82.0,24.7,13.0,9.4,0.0,0.0,0.0,SE,138.0,東南,1009.5,1007.6
PG,嘉樂庇總督大橋,2026-06-01T02:40:00,,,,10.8,6.8,,,,SE,148.0,東南,,
PL,蓮花大橋,2026-06-01T02:40:00,,,,18.0,13.3,,,,SSE,158.0,東南偏南,,
PN,友誼大橋北,2026-06-01T02:40:00,,,,13.7,11.5,,,,SE,136.0,東南,,
PS,友誼大橋南,2026-06-01T02:40:00,,,,16.6,11.2,,,,SE,144.0,東南,,
